time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452050000	6.20959	19.8593	5.04363	3.60929	0.442078	radar	2.97539	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.94408	19.7647	5.10524	3.61686	0.426988	lidar	0.714554	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.70614	19.6221	5.17946	3.64834	0.443038	radar	1.6608	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.54076	19.498	5.07692	3.68069	0.454643	lidar	1.6793	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.33825	19.3501	5.07094	3.71189	0.464415	radar	1.75106	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.12949	19.2476	5.04475	3.72441	0.454461	lidar	2.03177	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94749	19.1345	4.93744	3.74001	0.442349	radar	4.71792	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.7902	18.9854	4.87003	3.77446	0.455706	lidar	0.660591	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57795	18.8355	4.93468	3.7972	0.459181	radar	1.5554	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4039	18.7047	4.88851	3.81842	0.458337	lidar	1.10885	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23056	18.5612	4.81255	3.83816	0.45075	radar	1.22591	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.11039	18.4096	4.71434	3.87517	0.467123	lidar	1.69545	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91472	18.2382	4.87744	3.90438	0.484298	radar	7.42199	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65164	18.0936	4.98435	3.89725	0.450567	lidar	2.72924	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49721	17.9432	4.86678	3.91562	0.440677	radar	3.42583	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26476	17.7744	4.94966	3.91972	0.420952	lidar	1.26391	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07726	17.5915	5.03583	3.94373	0.429933	radar	2.25859	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90421	17.4728	4.97562	3.94816	0.413863	lidar	6.26134	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75007	17.2588	5.06654	3.98853	0.442054	radar	2.90344	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57449	17.0712	5.07632	4.00667	0.43787	lidar	0.0387933	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41787	16.9054	4.94509	4.01672	0.417669	radar	2.21862	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25586	16.7334	4.93266	4.03116	0.411408	lidar	0.530513	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08536	16.5367	4.9035	4.04359	0.397637	radar	4.90841	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92671	16.3068	4.9533	4.06935	0.402666	lidar	2.20283	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77927	16.1303	4.87377	4.08037	0.389016	radar	0.969155	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57489	15.9605	4.91855	4.0728	0.360883	lidar	1.92176	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43862	15.7304	5.02072	4.10603	0.382859	radar	1.93855	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26381	15.5104	5.07535	4.11656	0.373198	lidar	0.747999	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11093	15.3176	5.03999	4.1252	0.360609	radar	1.06224	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.896332	15.0953	5.1422	4.11922	0.334529	lidar	2.32082	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.760801	14.9162	5.02328	4.12611	0.318789	radar	2.70759	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.659192	14.7045	4.98453	4.15473	0.332263	lidar	0.395023	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.540119	14.4638	5.06822	4.18466	0.350659	radar	1.66184	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.364439	14.2392	5.12922	4.18554	0.33276	lidar	0.860843	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.229409	13.9864	5.2724	4.21109	0.349337	radar	2.59648	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.216439	13.7414	5.16984	4.27066	0.393964	lidar	3.99468	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.105173	13.4979	5.23683	4.2933	0.400325	radar	0.803431	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0591545	13.2631	5.28897	4.29056	0.37598	lidar	1.14315	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.173907	13.0463	5.19316	4.2985	0.359982	radar	1.3029	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.175516	12.8261	5.07587	4.35088	0.397633	lidar	3.74273	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.287191	12.6012	4.99717	4.35651	0.377773	radar	3.20282	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404335	12.366	5.02508	4.36326	0.364634	lidar	0.335165	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.518108	12.158	4.9656	4.36417	0.343966	radar	3.66743	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.594976	11.9418	4.93659	4.3813	0.344404	lidar	0.501644	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.712331	11.713	4.93419	4.38147	0.324512	radar	2.83873	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.906162	11.465	5.04165	4.35404	0.277019	lidar	4.74638	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.995874	11.2426	4.93361	4.35993	0.262185	radar	2.77852	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.17286	11.013	5.00267	4.33588	0.222406	lidar	3.10531	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.25695	10.7674	5.07879	4.3552	0.23597	radar	1.1285	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39088	10.5104	5.14308	4.35077	0.218244	lidar	1.1593	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48415	10.2472	5.22074	4.36564	0.225447	radar	1.16976	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58155	10.0375	5.17714	4.36907	0.217911	lidar	2.17306	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6657	9.81052	5.11721	4.37653	0.211824	radar	0.619331	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74151	9.59184	5.07777	4.3876	0.212846	lidar	0.787166	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8555	9.33797	5.16501	4.38874	0.205686	radar	2.63981	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94456	9.04185	5.2464	4.40089	0.206556	lidar	3.89445	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02449	8.82278	5.14512	4.40388	0.194382	radar	2.01985	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12366	8.56971	5.17483	4.40566	0.185776	lidar	0.224291	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25236	8.31412	5.2189	4.39462	0.162832	radar	3.05136	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.29894	8.08368	5.16476	4.41446	0.175644	lidar	0.677266	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.35591	7.8757	5.07057	4.42516	0.176514	radar	5.43847	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47306	7.62207	5.12472	4.41683	0.158069	lidar	0.959733	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.62723	7.38876	5.08618	4.38477	0.106415	radar	6.25183	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73473	7.13092	5.13464	4.3813	0.0967347	lidar	0.50595	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.79741	6.89889	5.12655	4.39596	0.110846	radar	1.46036	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83642	6.69635	5.02647	4.41358	0.124336	lidar	2.15384	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89071	6.48171	4.89779	4.41768	0.113558	radar	3.65373	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94793	6.24668	4.88676	4.42853	0.118955	lidar	0.133267	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06888	5.9968	4.96798	4.416	0.100275	radar	4.01384	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.15841	5.71767	5.05101	4.41738	0.0955599	lidar	1.92543	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2662	5.47147	5.02918	4.4007	0.0627441	radar	2.65045	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.36699	5.20599	5.09536	4.39665	0.0547512	lidar	0.815914	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43789	4.96058	5.10685	4.40492	0.0632156	radar	0.100566	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55902	4.67468	5.2236	4.3949	0.0490494	lidar	2.40524	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67018	4.42044	5.21628	4.37699	0.0159027	radar	2.54703	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.8079	4.14191	5.32784	4.36177	-0.000441999	lidar	2.66843	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88957	3.90248	5.3134	4.36868	0.0121265	radar	1.10436	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95845	3.6744	5.25081	4.37435	0.0170066	lidar	0.682602	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05648	3.47374	5.15213	4.3594	-0.00880135	radar	4.40255	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14687	3.22961	5.15839	4.3588	-0.00893205	lidar	0.00658558	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26633	2.97028	5.21142	4.3435	-0.032273	radar	1.03687	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35792	2.69307	5.27545	4.34639	-0.0274781	lidar	1.17695	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44567	2.44394	5.27534	4.34916	-0.0212117	radar	0.108187	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5521	2.17568	5.33295	4.34698	-0.0214796	lidar	0.587677	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66174	1.94222	5.31836	4.32625	-0.059324	radar	4.4055	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77919	1.66336	5.40334	4.32293	-0.0579586	lidar	1.3468	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90417	1.40933	5.44375	4.30768	-0.078524	radar	0.671717	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95969	1.18406	5.33996	4.31431	-0.0711573	lidar	5.04028	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0536	0.973423	5.25419	4.30926	-0.0726973	radar	1.18759	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11173	0.748549	5.1766	4.315	-0.0660224	lidar	3.76733	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20959	0.444494	5.32317	4.31988	-0.0599943	radar	5.16224	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28333	0.208372	5.27801	4.32274	-0.0556831	lidar	1.47002	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39302	-0.0222964	5.23184	4.32146	-0.0457289	radar	5.85872	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46362	-0.255597	5.19086	4.32545	-0.0408212	lidar	1.50315	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5817	-0.433325	5.10028	4.30215	-0.0702848	radar	3.83469	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71526	-0.613959	5.0235	4.27877	-0.0934846	lidar	2.69714	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82974	-0.85137	5.12054	4.2628	-0.118792	radar	5.83497	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92701	-1.12372	5.18791	4.27035	-0.102201	lidar	1.34162	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01736	-1.39558	5.24778	4.27904	-0.0866695	radar	2.64123	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.155	-1.60261	5.21145	4.25982	-0.10383	lidar	1.27057	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.2962	-1.85317	5.36155	4.23908	-0.133597	radar	4.0946	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.40432	-2.10369	5.37323	4.23963	-0.125379	lidar	0.292609	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.55336	-2.30744	5.3156	4.21869	-0.140969	radar	3.4645	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.70278	-2.51576	5.28818	4.19877	-0.155911	lidar	0.748087	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.85664	-2.73274	5.29843	4.17968	-0.170081	radar	1.33975	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95267	-2.99969	5.33594	4.19268	-0.145286	lidar	1.93004	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08113	-3.22204	5.28684	4.18699	-0.141084	radar	0.302026	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.2059	-3.41173	5.21949	4.17254	-0.151302	lidar	1.56784	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3524	-3.66274	5.26894	4.16886	-0.145252	radar	4.33143	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50857	-3.79559	5.14011	4.13194	-0.181629	lidar	5.37413	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65232	-4.00717	5.16418	4.1201	-0.186608	radar	0.530124	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.80873	-4.23443	5.19339	4.11101	-0.185579	lidar	0.483072	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.95957	-4.45396	5.20009	4.1027	-0.183901	radar	0.36838	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12385	-4.6912	5.24739	4.09584	-0.180176	lidar	1.14622	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26441	-4.88777	5.11844	4.0903	-0.171477	radar	2.34957	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.3985	-5.10212	5.11596	4.08837	-0.164162	lidar	0.222082	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54518	-5.26281	4.98491	4.07122	-0.172093	radar	3.57763	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73416	-5.46208	5.01746	4.05089	-0.184388	lidar	1.9024	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.8944	-5.65746	5.0104	4.03987	-0.185927	radar	0.274767	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05084	-5.84157	4.99551	4.02757	-0.18951	lidar	0.0992498	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19017	-5.99173	4.86721	4.0136	-0.193521	radar	5.57763	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3619	-6.09393	4.77238	3.97566	-0.226194	lidar	4.33952	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53851	-6.27772	4.8142	3.96164	-0.229309	radar	1.10587	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68128	-6.48354	4.8319	3.96598	-0.211729	lidar	0.55488	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90137	-6.65142	4.94755	3.93461	-0.236106	radar	7.37882	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1049	-6.81861	4.96625	3.91172	-0.247914	lidar	0.796496	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2894	-6.98268	4.99668	3.8949	-0.253608	radar	0.971613	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5213	-7.16712	5.06314	3.87255	-0.263165	lidar	3.85883	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7247	-7.31238	5.06663	3.84814	-0.275891	radar	1.90954	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9734	-7.47759	5.12746	3.81934	-0.291352	lidar	3.74166	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1594	-7.61787	5.05039	3.80288	-0.293406	radar	1.33901	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3119	-7.76689	4.99276	3.79991	-0.281495	lidar	2.9561	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5049	-7.89513	4.94699	3.77974	-0.288318	radar	1.78995	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6841	-7.99767	4.88098	3.75642	-0.298761	lidar	2.95769	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.873	-8.11214	4.76571	3.73583	-0.304924	radar	1.48897	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0864	-8.20256	4.74529	3.7026	-0.324486	lidar	0.793395	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3151	-8.33507	4.89865	3.68344	-0.32706	radar	2.94895	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5194	-8.41557	4.8526	3.65335	-0.342288	lidar	1.81995	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7192	-8.50598	4.74224	3.62875	-0.351211	radar	1.63218	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0004	-8.59669	4.81927	3.58768	-0.37554	lidar	4.7409	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2501	-8.70125	4.91491	3.56378	-0.379876	radar	2.89361	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.473	-8.74769	4.87512	3.52612	-0.400213	lidar	2.06926	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6793	-8.79728	4.72624	3.49284	-0.416898	radar	3.79105	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9121	-8.90002	4.75559	3.47885	-0.409301	lidar	0.830094	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1688	-8.99108	4.91478	3.46134	-0.403124	radar	2.89036	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3986	-9.09649	4.92564	3.45377	-0.389648	lidar	0.523648	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6258	-9.16887	4.88156	3.43419	-0.390719	radar	0.317941	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9142	-9.16976	4.93001	3.37873	-0.428453	lidar	2.40676	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1743	-9.24267	4.96888	3.36088	-0.42435	radar	4.45457	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4465	-9.35063	5.03467	3.35728	-0.405253	lidar	5.11136	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6841	-9.3848	4.92632	3.32732	-0.419145	radar	2.14935	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9451	-9.46332	4.96593	3.31782	-0.406817	lidar	2.02535	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1925	-9.47829	4.91705	3.2844	-0.422676	radar	2.27634	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4436	-9.47209	4.92014	3.24689	-0.439915	lidar	0.646595	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.655	-9.47891	4.82945	3.22034	-0.446816	radar	5.05726	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.942	-9.46131	4.89805	3.17916	-0.466298	lidar	1.74409	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1974	-9.51559	4.96425	3.17724	-0.440922	radar	7.73413	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4604	-9.52971	4.98908	3.15704	-0.438905	lidar	0.480417	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7161	-9.52252	4.96142	3.12858	-0.448191	radar	1.69304	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9719	-9.48896	4.97539	3.09447	-0.46039	lidar	0.274021	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2117	-9.45801	4.91989	3.06208	-0.473446	radar	0.704685	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.411	-9.49805	4.83824	3.06638	-0.444451	lidar	1.94687	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6477	-9.48488	4.87344	3.0508	-0.434325	radar	1.74718	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8981	-9.47184	4.88465	3.03351	-0.429715	lidar	0.269224	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1282	-9.43413	4.89694	3.01136	-0.427987	radar	3.94015	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3766	-9.31637	4.92873	2.95611	-0.463154	lidar	3.16299	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6066	-9.24711	4.87147	2.92041	-0.480547	radar	1.1953	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8628	-9.12234	4.92784	2.86868	-0.509232	lidar	1.60617	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1003	-9.02304	4.94287	2.83123	-0.521634	radar	5.0728	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2644	-9.14737	4.73187	2.88497	-0.439531	lidar	13.8226	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5041	-9.10442	4.76755	2.87365	-0.425948	radar	1.6271	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7272	-9.00652	4.77525	2.83938	-0.439299	lidar	0.721271	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.97	-8.92678	4.79316	2.81436	-0.44375	radar	2.52075	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1646	-8.85823	4.73676	2.79525	-0.440462	lidar	1.13476	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3976	-8.77321	4.73785	2.77092	-0.445055	radar	1.9573	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5869	-8.74689	4.64915	2.77132	-0.42163	lidar	1.46646	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7732	-8.62062	4.54363	2.7231	-0.45952	radar	6.27949	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.977	-8.53927	4.53019	2.70521	-0.454289	lidar	0.063309	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1869	-8.43329	4.58134	2.6843	-0.447803	radar	2.08514	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4228	-8.32684	4.63279	2.66357	-0.446317	lidar	1.40663	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6114	-8.21795	4.58707	2.63684	-0.453789	radar	0.829814	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
