time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461100000	-22.8616	-7.96664	4.78404	2.56643	-0.502672	lidar	6.62422	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0495	-7.82567	4.70919	2.52585	-0.530119	radar	3.84447	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.63958	4.82307	2.48739	-0.542316	lidar	2.43521	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4857	-7.49439	4.87453	2.47074	-0.523802	radar	1.4694	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6512	-7.35232	4.82841	2.44541	-0.522927	lidar	0.662643	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8429	-7.18921	4.85899	2.42075	-0.51905	radar	0.859148	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9995	-7.10178	4.73742	2.41654	-0.4975	lidar	1.90182	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1673	-6.92211	4.73339	2.37996	-0.513162	radar	2.0659	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3357	-6.66103	4.85201	2.32283	-0.544352	lidar	3.50032	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5021	-6.48646	4.82363	2.29156	-0.555568	radar	3.57387	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5955	-6.35732	4.67086	2.26803	-0.55134	lidar	5.17115	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7352	-6.17175	4.66504	2.23685	-0.55562	radar	0.334415	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9223	-5.95668	4.76254	2.21029	-0.554442	lidar	2.79177	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0529	-5.75198	4.7729	2.17819	-0.557614	radar	1.88589	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1847	-5.58151	4.73058	2.15751	-0.550596	lidar	0.250879	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3372	-5.39315	4.76584	2.14597	-0.5263	radar	1.25202	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4837	-5.161	4.83447	2.11662	-0.529259	lidar	0.649724	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6135	-4.9836	4.82156	2.10914	-0.499374	radar	6.42624	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7248	-4.81481	4.74846	2.09132	-0.492383	lidar	0.523759	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8463	-4.6073	4.76582	2.07189	-0.482948	radar	0.287719	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9601	-4.35667	4.83394	2.03907	-0.491478	lidar	0.524598	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0708	-4.13672	4.80667	2.00124	-0.521528	radar	10.9377	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1655	-3.84348	4.9284	1.95879	-0.537601	lidar	1.87031	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2405	-3.6065	4.90308	1.91287	-0.572676	radar	3.65242	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2709	-3.34056	4.92407	1.86385	-0.592271	lidar	4.44104	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3207	-3.0948	4.91801	1.82005	-0.615345	radar	0.713062	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3454	-2.86578	4.878	1.78134	-0.62305	lidar	1.56248	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4017	-2.63955	4.86111	1.7564	-0.615252	radar	1.33661	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4749	-2.50186	4.6921	1.74938	-0.593451	lidar	5.60579	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5287	-2.26741	4.7099	1.72925	-0.577747	radar	0.918522	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5777	-2.07635	4.63892	1.70996	-0.568951	lidar	1.03201	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6076	-1.84216	4.65051	1.68763	-0.555027	radar	2.0101	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6066	-1.58783	4.68405	1.64959	-0.564721	lidar	1.21465	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6044	-1.36168	4.66276	1.60986	-0.584131	radar	1.68358	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6084	-1.13314	4.65377	1.58041	-0.584413	lidar	0.00998921	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6366	-0.912248	4.63847	1.56342	-0.570651	radar	5.07192	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6479	-0.653768	4.69384	1.53916	-0.566236	lidar	0.625462	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.636	-0.410926	4.71453	1.5032	-0.582531	radar	2.30409	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5919	-0.102918	4.85308	1.46375	-0.591499	lidar	2.69353	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5721	0.138859	4.85919	1.43464	-0.594816	radar	2.76005	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5483	0.44034	4.97858	1.40923	-0.589799	lidar	1.45629	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5348	0.679442	4.95663	1.39711	-0.563786	radar	1.79511	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5256	0.964804	5.03564	1.38231	-0.550541	lidar	2.76799	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4867	1.22877	5.05107	1.37164	-0.517478	radar	7.2524	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4285	1.45916	5.02018	1.34341	-0.519921	lidar	0.134335	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3901	1.6733	4.9486	1.32949	-0.50001	radar	8.71846	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3341	1.87524	4.8755	1.30435	-0.500672	lidar	0.47159	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2672	2.10579	4.87038	1.27809	-0.50335	radar	0.184654	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2048	2.28973	4.77543	1.25286	-0.504079	lidar	0.827288	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1424	2.51232	4.74689	1.23968	-0.482383	radar	1.02396	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0618	2.75779	4.78882	1.21728	-0.480444	lidar	0.156061	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.969	2.98167	4.81458	1.18191	-0.503769	radar	2.61864	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8648	3.27092	4.94563	1.16071	-0.498934	lidar	1.49221	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.782	3.50153	4.94597	1.1424	-0.4924	radar	2.17808	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6769	3.69755	4.89501	1.11444	-0.49603	lidar	0.254519	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5612	3.90413	4.87988	1.0853	-0.501931	radar	1.10791	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4959	4.07489	4.77075	1.0697	-0.494042	lidar	3.82406	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3739	4.27445	4.76156	1.04153	-0.498442	radar	0.573629	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2133	4.49949	4.8243	1.00854	-0.505412	lidar	2.02326	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0634	4.6931	4.79762	0.982378	-0.497565	radar	8.91738	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9455	4.88608	4.77626	0.961793	-0.493744	lidar	0.437855	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7901	5.076	4.77822	0.932342	-0.497058	radar	2.28606	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6201	5.29679	4.85111	0.906286	-0.497221	lidar	0.945925	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4486	5.47876	4.88662	0.867671	-0.519598	radar	0.920384	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2621	5.653	4.89339	0.83225	-0.528525	lidar	1.21587	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0968	5.81548	4.88838	0.798273	-0.542236	radar	3.26663	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9241	5.97503	4.86735	0.768086	-0.545527	lidar	0.0651302	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7809	6.15169	4.76308	0.766146	-0.50143	radar	4.54459	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6148	6.30608	4.74241	0.740728	-0.502132	lidar	0.0726602	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4675	6.47126	4.68485	0.730815	-0.479437	radar	1.82785	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.236	6.70747	4.86578	0.71579	-0.467608	lidar	4.45089	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0429	6.84531	4.82455	0.688668	-0.466585	radar	5.55741	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8265	7.02283	4.89494	0.666291	-0.464469	lidar	1.00203	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6152	7.15982	4.91317	0.633395	-0.476922	radar	1.43132	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4307	7.30259	4.89474	0.61268	-0.474231	lidar	0.326381	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1996	7.43845	4.99344	0.572787	-0.502285	radar	2.36399	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0176	7.59884	4.99257	0.562031	-0.488483	lidar	2.15097	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.834	7.76505	4.93632	0.56306	-0.451478	radar	5.94222	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6258	7.90701	4.94957	0.544785	-0.447101	lidar	0.0888525	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4376	8.0365	4.89627	0.53143	-0.434118	radar	1.76049	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2175	8.06822	4.79894	0.479156	-0.465233	lidar	4.24313	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0295	8.20933	4.70608	0.482021	-0.424328	radar	6.48092	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8504	8.36143	4.71553	0.480829	-0.404761	lidar	3.35284	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.608	8.4768	4.81152	0.453266	-0.417997	radar	4.36078	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3534	8.62164	4.90935	0.440979	-0.40798	lidar	1.48028	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1594	8.74254	4.81519	0.440182	-0.376883	radar	2.18681	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9612	8.84336	4.7862	0.424272	-0.374507	lidar	0.580664	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.768	8.95016	4.69777	0.420186	-0.350457	radar	1.65449	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5455	9.02566	4.69021	0.395097	-0.357927	lidar	0.380188	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3059	9.13254	4.75693	0.379222	-0.357505	radar	4.58334	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0125	9.2352	4.8796	0.358479	-0.358407	lidar	6.07466	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7992	9.31475	4.85282	0.340837	-0.358661	radar	1.64067	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5387	9.42419	4.92768	0.330477	-0.350106	lidar	0.889247	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2716	9.46272	5.01921	0.286038	-0.388005	radar	5.30874	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9703	9.60267	5.17287	0.286997	-0.36568	lidar	3.29338	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7255	9.6944	5.11904	0.284282	-0.339981	radar	3.08609	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4461	9.80636	5.20523	0.279929	-0.326254	lidar	1.00749	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1971	9.88616	5.21014	0.267468	-0.322258	radar	0.454936	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9214	10.0113	5.29373	0.270793	-0.302048	lidar	1.22767	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6651	10.082	5.29184	0.256875	-0.300012	radar	0.0428538	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4183	10.1853	5.30568	0.256198	-0.285914	lidar	1.34855	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.159	10.258	5.32375	0.24327	-0.285939	radar	0.481608	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9311	10.2752	5.24106	0.214625	-0.301006	lidar	0.900549	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6842	10.3396	5.20641	0.206897	-0.289702	radar	0.327824	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4722	10.3262	5.0915	0.171306	-0.311917	lidar	1.82357	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1684	10.3614	5.25295	0.142893	-0.334711	radar	7.74013	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9085	10.415	5.26412	0.132738	-0.32805	lidar	0.226369	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6703	10.4445	5.13044	0.125688	-0.305646	radar	6.44475	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4333	10.4084	5.06338	0.0867222	-0.330197	lidar	2.1028	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1736	10.4321	5.06871	0.0722729	-0.326698	radar	0.541845	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8598	10.585	5.23843	0.105377	-0.27437	lidar	7.97544	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6096	10.6402	5.15942	0.111356	-0.242816	radar	2.30981	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3626	10.6375	5.12926	0.0882446	-0.254243	lidar	0.441107	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1008	10.6624	5.14593	0.0764517	-0.253719	radar	0.212283	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8437	10.7552	5.18133	0.0913354	-0.225644	lidar	4.31587	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.581	10.8039	5.17392	0.0932137	-0.20772	radar	1.59673	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3507	10.7688	5.10134	0.0614338	-0.229974	lidar	1.5888	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.099	10.8008	5.06375	0.0610779	-0.212633	radar	0.769244	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8499	10.8653	5.07908	0.0689499	-0.194004	lidar	2.37392	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5741	10.8858	5.11411	0.0617295	-0.190069	radar	2.72149	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3465	10.8997	5.06637	0.0516048	-0.191232	lidar	0.726875	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0759	10.8444	5.21437	-0.000785119	-0.257622	radar	9.02237	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7787	10.8214	5.27063	-0.0207953	-0.264033	lidar	2.68727	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5229	10.8185	5.24933	-0.0315405	-0.260286	radar	0.199801	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2914	10.8122	5.19697	-0.0441695	-0.260599	lidar	1.02013	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0506	10.8587	5.05607	-0.021953	-0.206612	radar	6.6636	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78738	10.9066	5.09078	-0.0119331	-0.185883	lidar	2.27061	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56343	10.8837	5.02001	-0.0277875	-0.19118	radar	3.83064	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29932	10.9116	5.05362	-0.0237555	-0.177311	lidar	0.868441	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05922	10.8891	5.00523	-0.0358615	-0.176931	radar	2.53851	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79031	10.9222	5.05032	-0.0282308	-0.160154	lidar	1.26427	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55621	10.8779	5.00051	-0.0492088	-0.171994	radar	6.18311	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.39866	10.7984	4.8189	-0.0861923	-0.201829	lidar	4.38709	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.15373	10.8055	4.79528	-0.0807797	-0.180131	radar	1.64114	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80185	10.8575	5.01294	-0.057046	-0.145247	lidar	6.32376	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54367	10.8558	4.98458	-0.0518566	-0.123587	radar	2.31815	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.26202	10.8462	5.04518	-0.0547454	-0.119752	lidar	0.689259	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.03313	10.8739	4.94047	-0.0347121	-0.0790525	radar	4.27583	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
